Delivery Date;Arrival Time;Customer Name;Palette Euro NEW;Caisses vertes;VID-T;VID-S;Vidanges champignons;Vidange F;FRIGO BOX;Palette Truval;Palette banane;Palette Plastique;Palette Pool;;;Remarques;Remarques Reprise;On Time?;Driver Name;Reprise marchandise ?;Reprise vidanges ?;Num unique Liv
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:53 AM;INTERMARCHE GEDINNE;;;;;;;;;;;;;;Volet bloqué ;;Yes;Van Mechelen Geoffrey;No;No;INTERGEDIN07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:54 AM;CARREFOUR MARKET BERTRIX;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;CARREFBE207072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;3:28 AM;AD FLORENVILLE;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;ADFLORENVI07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:54 AM;SUPER U BISCHWILLER;;20;16;30;;1;;;;;;;;;;Yes;Van Mechelen Geoffrey;Yes;Yes;SUPERUBISC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;8:40 AM;SCHILDIS;2;148;102;;;;;;;;;;;;;No;Van Mechelen Geoffrey;No;Yes;SCHILDIS07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;8:41 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;2:24 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;2:35 AM;INTERMARCHE GILLY;1;70;45;;;;;;;;;;;;;Yes;Bonivillo Roberto;No;Yes;INTERGILLY07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;3:22 AM;INTERMARCHE SART DAMES AVELINE;5;60;36;;;;;;;;;;;;;Yes;Bonivillo Roberto;No;Yes;INTERSART07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;3:59 AM;EXKI (agrisert);;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;x
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:50 AM;INTERMARCHE REBECQ;1;66;58;;;;1;;;;;;;;;Yes;Bonivillo Roberto;No;Yes;INTERREBEC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;5:29 AM;INTERMARCHE TUBIZE;;;;;;;1;;;;;;;;;No;Bonivillo Roberto;No;Yes;INTERTUBIZ07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:53 AM;Colruyt Central F1 DASS (Agrisert);;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;1
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;9:00 AM;Veeling Hoogstraten;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;2
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:35 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;2
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;2:07 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;3:41 AM;INTERMARCHE MOUSCRON;23;120;192;;;;2;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;INTERMOUSC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:36 AM;INTERMARCHE TEMPLEUVE;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;No;INTERTEMPL07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;5:38 AM;INTERMARCHE RUMES;1;48;45;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;INTERRUMES07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:10 AM;INTERMARCHE HOLLAIN;1;75;49;1;;;1;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;INTERHOLLA07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:45 AM;AD ANTOING;1;2;96;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;ADANTOING07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:45 AM;INTERMARCHE ORCQ;1;53;46;;;3;1;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;INTERORCQ07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;7:55 AM;PROSOL BOIS GRENIER;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;No;No;PROSOLBOISGR07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;9:51 AM;REO VEILING;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;7:30 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:20 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Rezgui Farid;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:20 AM;NOAH PRIMEURS;;;;;;;;;;;;;;;3x6 basilic pot;Yes;Rezgui Farid;Yes;No;NOAHPRIMEU07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:21 AM;LES QUATRE SAISONS SRL;10;32;60;2;;1;;;;;;;;;;Yes;Rezgui Farid;No;Yes;LESQUATREC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:45 AM;SAVEURS D ORIENT VANDOEUVRE;;;;;;;;;;;;;;;;No;Rezgui Farid;No;No;SAVEURSDOR07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:27 AM;AUX PRIMEURS DES VOSGES;;;;;;;;;;;;;;;;Yes;Rezgui Farid;No;No;AUXPRIM07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:27 AM;PRODIS SAS;1;;86;1;;;;;1;;;;;;;No;Rezgui Farid;No;Yes;PRODISSAS07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:28 AM;BOUCHERIE BALLAND;1;58;56;2;;4;;;;;;;;;;Yes;Rezgui Farid;No;Yes;BOUCHBALLA07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:29 AM;INTERMARCHE BRUYERES SAS;2;65;84;;;;;;;;;;;;;No;Rezgui Farid;No;Yes;INTERBRUYE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:30 AM;LECLERC BRUYERES;1;36;40;;;1;;;;;;;;;;No;Rezgui Farid;No;Yes;LECLERCBRY07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:06 AM;LECLERC RAON L'ETAPE;16;;84;;;;;;;;;;;;;Yes;Rezgui Farid;No;Yes;LECLERCRAO07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:24 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Rezgui Farid;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:19 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Charly Full Log;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;3:07 AM;KRIAKOS GREAT MARKET;;;;;;;;;;;;;;;;No;Charly Full Log;No;No;KRIAKOSGM07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:52 AM;DE VUYST - MEIRESONNE;;;;;;;;;;;;;;;;Yes;Charly Full Log;No;No;DEVUYST07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;7:06 AM;INTERMARCHE LIMELETTE;9;;88;;;;;;;;;;;;;No;Charly Full Log;No;Yes;INTERLIMEL07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;7:27 AM;INTER OTTIGNIES BY MESTDAGH;2;107;102;;;;;;;;;;;;;Yes;Charly Full Log;No;Yes;CARREFOTTI07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;7:43 AM;INTERMARCHE COURT-SAINT-ETIENNE;8;1;;;;;1;;;;;;;;8 Feuille de chaîne belorta , 10 seaux bleu ;No;Charly Full Log;Yes;Yes;INTERCOURT07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;8:11 AM;INTERMARCHE RIXENSART DIRECT;;;;;;;;;;;;;;;;No;Charly Full Log;No;No;INTERMARCHE RIXENSART DIRECT07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;8:33 AM;CHEZ THALIE SRL;;;;;;;;;;;;;;;;Yes;Charly Full Log;No;Yes;CHEZTHALIE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;9:20 AM;AD FRASNES LEZ GOSSELIES;4;;;;;;;;;;;;;;1 colis de raisin class 1 , 1 colis asofrube  la fundacion   1 colis de nectarine oki  fruit de ponent ;No;Charly Full Log;Yes;Yes;ADFRASNES07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;10:29 AM;AGRISERT;;;;;;;;;;;;;;;;Yes;Charly Full Log;;;8
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;10:59 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Charly Full Log;;;8
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;5:14 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Pierre Leroy;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;6:41 AM;INTERMARCHE HELECINE;8;;45;;36;;;;;;;;;;;No;Pierre Leroy;No;Yes;INTERHELEC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;10:10 AM;DELAVAL MAGASIN;;;;;;;;;;;;;;;;No;Pierre Leroy;No;No;DELAVALMAG07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;11:24 AM;PROXY SOMZEE;;;;;;;;;;;;;;;;No;Pierre Leroy;No;No;PROXYSOMZE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;11:48 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Pierre Leroy;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;OMNIPACK;;;;;;;;;;;;;;;;No;unknown;;;OMNIPACK07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;Veeling Hoogstraten;;;;;;;;;;;;;;;;Yes;unknown;;;2
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;LP GRACE-HOLLOGNE DISCOUNT;;;;;;;;;;;;;;;;No;unknown;;;GRACEHOLLO07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;LP FLEURUS DISCOUNT;;;;;;;;;;;;;;;;No;unknown;;;FLEURUS07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;LP HUY DISCOUNT SPRL;;;;;;;;;;;;;;;;No;unknown;;;HUY07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;MATCH SA;;;;;;;;;;;;;;;;No;unknown;;;MATCH07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;SA DELFOOD NV;;;;;;;;;;;;;;;;No;unknown;;;SADELFOODN07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;COCKTAIL OF THE WORLD;;;;;;;;;;;;;;;;No;unknown;;;COCKTAIL207072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;JS FRUITS & LEGUMES LIVRAISON;;;;;;;;;;;;;;;;No;unknown;;;JSLIVRAIS07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;CRAIGNOU PIERRE;;;;;;;;;;;;;;;;No;unknown;;;CRAIGNOUPI07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;LECLERC NOEUX-LES-MINES;;;;;;;;;;;;;;;;No;unknown;;;LECLERCNOE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;DIVOK FABIAN;;;;;;;;;;;;;;;;No;unknown;;;DIVOKFABIA07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;RVDB LA CENTRALE DU FRAIS;;;;;;;;;;;;;;;;No;unknown;;;RVDBLACENT07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;INTERMARCHE FRAMERIES DIRECT;;;;;;;;;;;;;;;;Yes;unknown;;;INTERFRAMD07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;PERS TEO CURCIO;;;;;;;;;;;;;;;;No;unknown;;;PERS TEOCU07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;INTER ANDERLUES CAPANDERE DIR;;;;;;;;;;;;;;;;Yes;unknown;;;INTERAND2D07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;HENNAUT FABRICE;;;;;;;;;;;;;;;;No;unknown;;;HENNAUTFAB07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;10:28 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:10 AM;INTERMARCHE SPY;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERSPY07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;12:32 AM;INTERMARCHE LEUZE;1;71;44;1;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;INTERLEUZD07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:05 AM;HAMENDE LUC;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;HAMENDELUC07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:22 AM;SPAR WARET;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;SPARWARET07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;1:44 AM;INTERMARCHE VILLERS-L-BOUILLET;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERVILLE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;2:13 AM;INTERMARCHE STOCKAY ST GEORGES;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERSTOCK07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;2:45 AM;INTERMARCHE LIEGE;1;58;16;1;;;;;;;;;;;;No;Eurotrafic Thierry;No;Yes;INTERLIEGE07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:12 AM;INTERMARCHE HERVE;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERHERVV07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;4:55 AM;INTERMARCHE NESSONVAUX;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERNESSO07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;5:48 AM;INTERMARCHE SPA DIRECT;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERMARCHE SPA DIRECT07072023
;;;;;;;;;;;;;;;;;;;;;;
07/07/2023;8:59 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:00 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:46 AM;INTERMARCHE AUVELAIS;;;;;;;;;;;;;;;;No;Rousseau Jimmy;No;No;70423109
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:47 AM;INTER NANINNE BY MESTDAGH DIR;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;No;No;70423103
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:47 AM;INTERMARCHE ASSESSE;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;No;No;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:48 AM;INTERMARCHE LEUZE;;;;;;;;;;;;;;;;No;Rousseau Jimmy;No;No;7042338
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:48 AM;INTERMARCHE LIEGE;;;;;;;;;;;;;;;;No;Rousseau Jimmy;No;No;INTERLIEGE09062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:49 AM;INTERMARCHE NESSONVAUX;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;No;No;INTERNESSO23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;6:50 AM;INTERMARCHE HERVE;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;No;No;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;7:45 AM;INTERMARCHE PERWEZ B-W;;;;;;;;;;;;;;;;No;Rousseau Jimmy;No;No;70423232
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:24 AM;INTERMARCHE LIMELETTE;2;157;69;;;;;;;;;;;;;No;Rousseau Jimmy;No;Yes;70423182
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:25 AM;INTER OTTIGNIES BY MESTDAGH;2;102;110;;;;;;;;;;;;;No;Rousseau Jimmy;No;Yes;70423175
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:26 AM;INTERMARCHE LAMBUSART;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;No;No;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:34 AM;INTERMARCHE COURT-ST-ETIENNE;3;56;45;;;;;;;;;;;;Pdt panier malin 5kg raisin vert auteri 1 caisse ail 5kg raisin rose 2 caisse;No;Rousseau Jimmy;Yes;Yes;70423196
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:49 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Rousseau Jimmy;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;11:07 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;11:51 PM;INTERMARCHE ANTHEE;8;39;24;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;Yes;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;12:15 AM;INTERMARCHE ANHEE/HOLEBO SA;13;170;100;;;;1;;;;;;;;;Yes;Van Mechelen Geoffrey;No;Yes;140423166
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;1:45 AM;INTERMARCHE GOZEE;11;49;39;;;2;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;Yes;INTERGOZEE23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;3:00 AM;INTERMARCHE STREPY;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;3:48 AM;INTERMARCHE FORCHIES;;;;;;;;;;;;;;;;No;Van Mechelen Geoffrey;No;No;INTERFORCH23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;3:48 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;;INTER HAMME-MILLE BY M DIRECT;;;;;;;;;;;;;;;;No;unknown;;;CARREFHAMM16062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;;INTERMARCHE GILLY;;;;;;;;;;;;;;;;Yes;unknown;;;INTERGILLY23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;;INTERMARCHE BOIS DE VILLERS;;;;;;;;;;;;;;;;Yes;unknown;;;INTERBOIS23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;9:00 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;10:51 PM;AD FRASNES LEZ GOSSELIES;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;190523144
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;11:17 PM;INTERMARCHE SART DAMES AVELINE;4;44;42;2;;;1;;;;;;;;;No;Eurotrafic Thierry;No;Yes;70423216
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;11:45 PM;AD GENAPPE;;2;;;;;;;;;;;;;12 laitues, 1 caisse de carottes vrac ;No;Eurotrafic Thierry;Yes;Yes;190523143
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;12:44 AM;INTERMARCHE REBECQ;1;49;66;1;;;1;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;INTERREBEC23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;1:55 AM;INTERMARCHE MONS;1;36;30;;;1;1;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;2
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;3:17 AM;INTERMARCHE FRAMERIES;18;130;105;8;;;;;;;;;;;2 caisses de bananes chiquita ;No;Eurotrafic Thierry;Yes;Yes;INTERFRAME23062023
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;3:48 AM;INTERMARCHE BOUSSU;1;48;50;;;;1;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;3
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;5:03 AM;INTERMARCHE MOUSCRON;10;;;;;;1;;;;;;;;61 concombres, 6x1 kg d’abricots les vergers des seyvons ;Yes;Eurotrafic Thierry;Yes;Yes;70423157
;;;;;;;;;;;;;;;;;;;;;;
08/07/2023;9:18 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;EXKI (agrisert);;;;;;;;;;;;;;;;No;Curcio Teo;;;x
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;INTERGEL SPRL;;;;;;;;;;;;;;;;No;Curcio Teo;;;INTERGELSP08072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;DE WINNE GUY BRUXELLES;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;DEWINNEGBX09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;CEI;;;;;;;;;;;;;;;;No;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:08 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Yannick Deladérière;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:08 AM;INTERMARCHE ANDERLUES 2 CAPANDERE SA;13;166;202;1;;;;;;;;;;;;Yes;Yannick Deladérière;No;Yes;INTERAND209072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:26 AM;INTERMARCHE ANDERLUES;;;;;;;;;;;;;;;;Yes;Yannick Deladérière;No;No;INTERMARC109072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;5:04 AM;INTERMARCHE FORCHIES;23;208;197;;;;;;;;;;;;;Yes;Yannick Deladérière;No;Yes;INTERFORCH09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;5:56 AM;INTERMARCHE MORLANWELZ;;;;;;;;;;;;;;;;No;Yannick Deladérière;No;No;INTERMORLA09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;6:35 AM;INTERMARCHE SART DAMES AVELINE;19;38;44;1;;;;;;;;;;;;No;Yannick Deladérière;No;Yes;INTERSART09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;10:11 AM;VEILING HOOGSTRATEN;;;;;;;;;;;;;;;;No;Yannick Deladérière;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Yannick Deladérière;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:00 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Pierre Leroy;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;5:15 AM;SA DELFOOD NV;;;;;;;;;;;;;;;;No;Pierre Leroy;No;No;SADELFOODN08072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;6:24 AM;INTERMARCHE FRASNES LEZ ANVAING;;;;;;;;;;;;;;;;Yes;Pierre Leroy;No;No;INTERFRASN09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:39 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Pierre Leroy;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:46 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:46 AM;INTERMARCHE MONS;;;;;;;;;;;;;;;;Yes;Declefs Come;No;No;INTERMONS09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:46 AM;INTERMARCHE TEMPLEUVE;1;46;49;;;;1;;;;;;;;;Yes;Declefs Come;No;Yes;INTERTEMPL09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;5:15 AM;INTERMARCHE MOUSCRON;2;;176;;;;;;;;;;;;;Yes;Declefs Come;No;Yes;INTERMOUSC09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;11:35 AM;REO VEILING;;;;;;;;;;;;;;;;No;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;1:15 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:11 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;REO VEILING;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;5:50 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;6:03 AM;INTERMARCHE PERWEZ B-W;10;56;58;;;1;;;;;;;;;;Yes;Ianni Saverio;No;Yes;INTERPERWZ09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;7:27 AM;INTERMARCHE JODOIGNE DIRECT;;;;;;;;;;;;;;;;No;Ianni Saverio;No;No;INTERMARCHE JODOIGNE DIRECT09072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:41 AM;KAREL VAES;;;;;;;;;;;;;;;;No;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;4:41 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;MATCH08072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;MATCH SA;;;;;;;;;;;;;;;;No;Cindy Camby;;;MATCH08072023
;;;;;;;;;;;;;;;;;;;;;;
09/07/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;
;;;;;;;;;;;;;;;;;;;;;;
